video_id,video_name,video_image_link,video_link,author_name,author_image_link,author_link
11,"Tattoo on Transparent ""Skin"" at 20,000fps - The Slow Mo Guys",https://i.ytimg.com/vi/BriPpne6Yt8/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLC_roV-ZHPJXItFk5UTpESP6E68DQ,/watch?v=BriPpne6Yt8,The Slow Mo Guys,https://yt3.ggpht.com/DvXC3kKXCYO7_RgMhvUZhsd53862bmGOksoFt_cXcMP1NzRP1mL5_gMaEMzR2EJAPxR90loxLA=s68-c-k-c0x00ffffff-no-rj,/@theslowmoguys
12,Vì sao bạn sẽ CHÁN GAME | Giải Mã Bí Ẩn,https://i.ytimg.com/vi/SGzNkd0iYiw/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAz4q72HsevfYCk6D4Znsts6fPS0Q,/watch?v=SGzNkd0iYiw,Game Cực Hay,https://yt3.ggpht.com/rJXoQ0wJH2ZF7K2iWjTTsTLAWhL2yZwJ0XHZfUfCQDPyCEJy06o77_Se_g9Y_T6Ju-TWXbid=s68-c-k-c0x00ffffff-no-rj,/@GameCucHay
13,Cách gõ căn bậc hai trong Chat GPT| Bùi Duy Phương,https://i.ytimg.com/vi/MuvJTmnksP4/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAPgYw9qO2Q533-2295s0QspvTkmA,/watch?v=MuvJTmnksP4,Bùi Duy Phương ,https://yt3.ggpht.com/_khW1VrHACIlKvN6yfGUT8vCyitxfWtxDykqA0Rg5tDa5OA1_DvsmtZm3Y3nvf93YB-3NNsBwA=s68-c-k-c0x00ffffff-no-rj,/@buiduyphuong
14,Unknown,Unknown,Unknown,Unknown,https://lh6.googleusercontent.com/proxy/Cfi_8RukH0xp8AySvtEnITK8YXToCgxkSJqA4ksGWtR_QiaebYzRpIrm77U7m_GRLKGm53nVH3JpWnWSaIEmiZ3R0ow4bVsnv6peRr7thdauZ_iDj92yKMxvtvwwKsHXjQ=w1152-h603-s-nd,Unknown
15,Sẽ ra sao nếu bạn uống bò húc mỗi ngày??,https://i.ytimg.com/vi/218tjeP3Tec/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBE97AanzRzqDjkQ4MJVktCv85vDQ,/watch?v=218tjeP3Tec,KIẾN THỨC THÚ VỊ Official,https://yt3.ggpht.com/cfpW83i5yoWeevAFdmW7hiyzIccHQMTtjNMGm84vVv6SalXZA9PZUXRwbGdpXZapwnZ7-sNKNQ=s68-c-k-c0x00ffffff-no-rj,/@KienThucThuVi
16,Is This Microsoft Excel?! Financial Statistics Dashboards System | Tutorial 1,https://i.ytimg.com/vi/z26zbiGJnd4/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB4xMG39TyYpdUH4rgKWkHQY_bGGw,/watch?v=z26zbiGJnd4,Other Level’s,https://yt3.ggpht.com/7Oo3rNw86NdXN8sw5u_hd5QVxuXZlFBkYT4ISln1MjPoZOdGiDG8zl8ztRS-rmaxesgklxQX0w=s68-c-k-c0x00ffffff-no-rj,/@OtherLevels
17,How the Roman Legion Turned Men into Warriors,https://i.ytimg.com/vi/hUmnnx-NIow/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDGqb9xZ_VoWj_8WJtUFegthZJmrw,/watch?v=hUmnnx-NIow,The Infographics Show,https://yt3.ggpht.com/ytc/AIdro_lDsZcZerAMpYOWBpK3gfGLNSneT_DUPA1hbJnqNg=s68-c-k-c0x00ffffff-no-rj,/@TheInfographicsShow
18,VAYNE MONTAGE - BEST VAYNE,https://i.ytimg.com/vi/SlOz4OfCPYE/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLANe1-BQSm-KYnbZvVg4f7ZHyDfaA,/watch?v=SlOz4OfCPYE,League of Legends GGWP,https://yt3.ggpht.com/ytc/AIdro_nxS2shFAXlaiEiRMx_F2-6vC95q9lgVbOEHScdSw=s68-c-k-c0x00ffffff-no-rj,/@leagueoflegendsggwp8993
19,Why Neural Networks can learn (almost) anything,https://i.ytimg.com/vi/0QczhVg5HaI/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCEyV2KbdfMb2gkdG9j9MJvgn0AVQ,/watch?v=0QczhVg5HaI,Emergent Garden,https://yt3.ggpht.com/-GGMPF3bZ17hdl0e9p30CmZftWYT0KsDyx5-ZDlDhoxWnDcHUoHDiWIlZGqvKbjjUuDf6jOe7w4=s68-c-k-c0x00ffffff-no-rj,/@EmergentGarden
20,Đại Chiến 1000 Con Kiến Vs. 1000 Con Gián Cực Gay Cấn Và Cái Kết || Review Giải Trí Đời Sống,https://i.ytimg.com/vi/eqn-dZrAtt8/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCkeLKY0tK_JPDah7o7S6gqt4njCQ,/watch?v=eqn-dZrAtt8,Bún Đậu REVIEW,https://yt3.ggpht.com/1pSlSrK_Xhn5HJ_NBMuMfK_vZlE5JGMjCKjX4l9UeCFmIVorCKCVBMFgpcdPxql0pWXGAmPZYLU=s68-c-k-c0x00ffffff-no-rj,/@bundaureview26
21,"Difference between cookies, session and tokens",https://i.ytimg.com/vi/GhrvZ5nUWNg/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBGZzPigWyF_us_YDMrobgrooXpsg,/watch?v=GhrvZ5nUWNg,Valentin Despa,https://yt3.ggpht.com/ytc/AIdro_luZDRRIoffdbQ0DgP4h3qyy2_G-_5Ec1dOu_KJ=s68-c-k-c0x00ffffff-no-rj,/@vdespa
22,The other day I wanted to close Eclipse because it was still running in Linux. Poor Explanation.,https://i.ytimg.com/vi/_WcKxRfTPGU/hq720.jpg?sqp=-oaymwE2CNAFEJQDSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgBtgiAAtAFigIMCAAQARgvIBMofzAP&rs=AOn4CLAwklpDTidsaSGsePaLTAHSPziRDw,/watch?v=_WcKxRfTPGU,Angry Math Dude,https://yt3.ggpht.com/ytc/AIdro_nguFCtP20ebLr4TCmtGouYLYKMbvun-Mu7a89X=s68-c-k-c0x00ffffff-no-rj,/@angrymathdude
23,LEVI CHƠI VAYNE URF MAX TANK LÙA CẢ TEAM ĐỊCH TỪ TRƯỜNG ĐẾN NHÀ,https://i.ytimg.com/vi/sVxY66Yl3k8/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLD5hlf_pKw99DdEQCJoYIUzMwhm4g,/watch?v=sVxY66Yl3k8,Levi,https://yt3.ggpht.com/4ffrJrze6zBmxEfzUhR3TqYXBHWU_O6sii9jILfUdMbd8HhBAtk7CYeBEM-fp_S6RYu81Szsnw=s68-c-k-c0x00ffffff-no-rj,/@Levi97
24,TỪNG LÀ - VŨ CÁT TƯỜNG | OFFICIAL,https://i.ytimg.com/vi/i4qZmKSFYvI/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCmx1LPZSvxkbLdTxAfb6qHWtNebQ,/watch?v=i4qZmKSFYvI,Vũ Cát Tường,https://yt3.ggpht.com/br23Jc2atHD7MCMo3C5IZ6MQiXRFPy3TgAQHOzp0-wkQ5P3qkFRNVbE-ZpPezMr9vOaww-x9mA=s88-c-k-c0x00ffffff-no-rj,/channel/UCNQ8-stqtL73X53HAj7iEWg
25,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown
26,Master Data Cleaning Essentials on Excel in Just 10 Minutes,Unknown,/watch?v=jxq4-KSB_OA,Kenji Explains,Unknown,/@KenjiExplains
27,Why do YouTube views freeze at 301?,Unknown,/watch?v=oIkhgagvrjI,Numberphile,Unknown,/@numberphile
28,programming war crimes 2,https://i.ytimg.com/vi/WtwneW2s2bo/hqdefault.jpg?sqp=-oaymwE2COADEI4CSFXyq4qpAygIARUAAIhCGAFwAcABBvABAfgB_gmAAtAFigIMCAAQARhMIGUoWTAP&rs=AOn4CLD3hFXS_qxr4MlngaOTg19noE5alA,/watch?v=WtwneW2s2bo,elseif,https://yt3.ggpht.com/fZggFs8x7u7bYVkHx_EhjSvmnXPdaWP62szK0VBxB70tMW3snA07cy7sryJn6b9zh7Orno96Vw=s68-c-k-c0x00ffffff-no-rj,/@else1f
29,How to put an HTML website online (on the Internet),https://i.ytimg.com/vi/p1QU3kLFPdg/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCnxuRiVlwwfIWUI0t-nSFxwCq7Rg,/watch?v=p1QU3kLFPdg,SuperSimpleDev,https://yt3.ggpht.com/ytc/AIdro_lo7frJrQelk7ZoksQrrVv422x8wbH1cQiMf-nw=s68-c-k-c0x00ffffff-no-rj,/@SuperSimpleDev
30,Quy trình sản xuất máy mài và máy khoan điện. Nhà máy sản xuất hàng loạt dụng cụ điện Hàn Quốc,https://i.ytimg.com/vi/v46NmQ1YCqg/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDTxY5Mz8hkYAH9Qpe9AdHAFPOsDA,/watch?v=v46NmQ1YCqg,All process of world,https://yt3.ggpht.com/Wa3D6BnqVoMOlUlZm0l2agdTzTUBtfRYJu7Z8CpzWCIBF64P7VDfnwmLppdcvWDKJDZp9iUlyw=s68-c-k-c0x00ffffff-no-rj,/@Allprocessofworld
31,Nvidia CUDA in 100 Seconds,https://i.ytimg.com/vi/pPStdjuYzSI/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAGQkTdBnrLkqQoNw4rAyBhzdhLVw,/watch?v=pPStdjuYzSI,Fireship,https://yt3.ggpht.com/ytc/AIdro_ltOWCZT10fChupyd1atupxII0RoP97CwYGr0Gphw=s68-c-k-c0x00ffffff-no-rj,/@Fireship
32,Unknown,Unknown,Unknown,Unknown,https://lh4.googleusercontent.com/proxy/99VgSgjw8kFDVmOfDiL52NQJLQOgQAkIVOBAHDVcMwZwZ2fvvtKCQUqLLnfQQHu96HTnKeHeGphpBuJ3MFW7IvNBBDq-049MjA3-MmhUJpWClI1G0s36RERC8fI-A8FJIpY=w1152-h603-s-nd,Unknown
33,Nợ công là gì? Nếu Quốc gia vỡ nợ thì sẽ ra sao?,https://i.ytimg.com/vi/ASV7U9AQt3g/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBVVLzOkkZp6O5OmuCUjwcHGfWzng,/watch?v=ASV7U9AQt3g,KIẾN THỨC THÚ VỊ Official,https://yt3.ggpht.com/cfpW83i5yoWeevAFdmW7hiyzIccHQMTtjNMGm84vVv6SalXZA9PZUXRwbGdpXZapwnZ7-sNKNQ=s68-c-k-c0x00ffffff-no-rj,/@KienThucThuVi
34,MISS FORTUNE MONTAGE - ONE SHOT,https://i.ytimg.com/vi/H0MTdT-RC7A/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB4PDePiDxjpLXjwL5FLDu7MXns_g,/watch?v=H0MTdT-RC7A,Lolga Spotlight,https://yt3.ggpht.com/tET5ArSfyI1su2PtDlCP8_xkLrVYdtAnZaIvcHVw2szsj9MEwsjbakMsUUS5F4wEETtGdD2X=s68-c-k-c0x00ffffff-no-rj,/@LolGaSpotlight
35,Total War Battle Tactics - Triplex Acies [Total War Rome 2 ~ Divide et Impera] #4,https://i.ytimg.com/vi/gypltavoswE/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBppKsyo0J6MrePoWl3_hU-ccEwig,/watch?v=gypltavoswE,Toxborg,https://yt3.ggpht.com/t6k6BqS8pOSVWEEkmFbyAxmJJFbRcC9PSqJsfNrXDDGfnUGdcVEHcsPdB8zwvH0NdaDySUvP=s68-c-k-c0x00ffffff-no-rj,/@Toxborg
36,"Bến Thượng Hải-Lưu Đức Hoa 《上海滩-刘德华》""上海滩-刘德华&张国荣"" #benthuonghai #上海滩刘德华 #张国荣",https://i.ytimg.com/vi/LIf5jZrDx28/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDFg616zPnC9WgkRL5uAbnYeJgp0w,/watch?v=LIf5jZrDx28,Fu Ming Yin Yue,https://yt3.ggpht.com/72Mjdy27IZvcVXHuudb5uLZ1a9jlCN_4NtkgTvW7LoJYCsxh08nRf8Z6ZFm4pOEMTe0QUI1TCA=s68-c-k-c0x00ffffff-no-rj,/@FuMingYinYue
37,Most Popular Operating Systems (Desktop & Laptops) 1978 - 2023,Unknown,/watch?v=B7fVOW-zNQI,Alternative Wars,Unknown,/@AlternativeWars
38,A Secret Weapon for Predicting Outcomes: The Binomial Distribution,Unknown,/watch?v=6YzrVUVO9M0,Primer,Unknown,/@PrimerBlobs
39,Reduce Prototypes by 50% (Simple trick) | Figma Tutorial,Unknown,/watch?v=5GzLA_JkZ14,Mizko,Unknown,/@Mizko
40,"Sự Thật Khủng Khiếp Khiến Bạn Luôn Mệt Mỏi, Khó Chịu và Uể Oải",https://i.ytimg.com/vi/TieHbsepD4Y/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDUUBQ3RhttOOm1QKxcHME1b8_BgQ,/watch?v=TieHbsepD4Y,Web5ngay,https://yt3.ggpht.com/ZYl6-p5lP1Ub-g-uj7yIHt8d3iZULOdXNpeAa4kWPi2a7ro_4AezoXc_6UBcXT6v6171tFkxjXQ=s68-c-k-c0x00ffffff-no-rj,/@Web5Ngay
41,"Trực Tiếp Game HUMANKIND #1 BOM TẤN GAME CHIẾN THUẬT 2021, PHÁT TRIỂN VĂN MINH NHÂN LOẠI !!!",https://i.ytimg.com/vi/VKVe6akflA8/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDKtcZuDyNXdX7tl6MlHi87gJwjcw,/watch?v=VKVe6akflA8,Vua Trò Chơi,https://yt3.ggpht.com/5Bptz-5xAHAtLN-l6akBrUYcFIJzbYaodiGQv7IVi-tZUobjQ9zthLyEE1btQXoBLygrCwmoaA=s68-c-k-c0x00ffffff-no-rj,/@VuaTroChoiOfficial
42,Bohemian Rhapsody - But every lyric is an AI generated image,https://i.ytimg.com/vi/-_VYGvHpED8/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLALdRdXSZlfhzdNy_xHiweEOtMlwA,/watch?v=-_VYGvHpED8,SolarProphet,https://yt3.ggpht.com/FYfc5wdYDW7J4PfSqagQ4OvSUKIhSG-FNDXpH19Yfb2Mzh9xdLtn0jdnJWllqhoAagA_J6WA=s68-c-k-c0x00ffffff-no-rj,/@solarprophet9973
43,"Configuring CISCO Switch at work | CISCO commands, real world best practice",https://i.ytimg.com/vi/rbIr-nNAMKY/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCr99K_WQmviNnAzN5C9_8dshix1Q,/watch?v=rbIr-nNAMKY,East Charmer,https://yt3.ggpht.com/MlEfkvSbjzKzv3rvV616o2Iv0WMXMrvVACtlFQebEmnawrlNXJmipMmG0B_NDkA9kKOigBWvEg=s68-c-k-c0x00ffffff-no-rj,/@EastCharmer
44,Learn C memory addresses in 7 minutes 📬,https://i.ytimg.com/vi/1KVpi0VN82E/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB3__DbGJDC76YPK28JTYyRv3IWnA,/watch?v=1KVpi0VN82E,Bro Code,https://yt3.ggpht.com/ytc/AIdro_nLqPcwW74ZC3x9-aHt0xdsKl2UYaBVTijraYjHLw=s68-c-k-c0x00ffffff-no-rj,/@BroCodez
45,Extremely Hard Ping Pong,https://i.ytimg.com/vi/R9yMa8yQSNo/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAoKhX3I5jsK_dv8U6nyWBUkZGMPw,/watch?v=R9yMa8yQSNo,Pongfinity,https://yt3.ggpht.com/ytc/AIdro_kfOJcPw7oP4HKMNZsj0RYJaAgIQrIuR2pQgk0sKQ=s68-c-k-c0x00ffffff-no-rj,/@Pongfinity
46,Đầu tư cơ bản P.1 - Thị trường hoạt động như thế nào? | Gerard Do | TIỀN TÀI,https://i.ytimg.com/vi/l9WWED8dNuw/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDRw6irYVr97A4t4wp_VrFbDacAuw,/watch?v=l9WWED8dNuw,Spiderum,https://yt3.ggpht.com/ZOyJphQwhaODGKYg9oOKMg6sYgShZL6yC4TJMM6eHIk9o5sh9KBkHYtnYQbTWQ15r3Kv98cK7w=s68-c-k-c0x00ffffff-no-rj,/@Spiderum
47,2024 MIT Integration Bee - Finals,https://i.ytimg.com/vi/dyfLMHGnPR0/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDgpf2yWRrpmv2SgwmYVoS7QcwlQQ,/watch?v=dyfLMHGnPR0,MIT Integration Bee,https://yt3.ggpht.com/XW4V8KktxrqJbjMVMF5EbICRG1BN1qmqp_5mxsyycrEls8yUTmapYQQ-FQY5YSbHEK7ijq9T=s68-c-k-c0x00ffffff-no-rj,/@mitintegrationbee
48,"tạo một đài AM đơn giản, thu tất cả các đài phát thanh quốc tế",https://i.ytimg.com/vi/1mkBbEErS20/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCM_YvTklwWrGHjj94vIy9DFF3aBQ,/watch?v=1mkBbEErS20,inventor KR,https://yt3.ggpht.com/pfvAxyCi_rVCsiSq2g155ST-esWONPoMufjjoJZr3x-xXaKdDc1z2B3W418pGLc-cbR3maAZKKo=s68-c-k-c0x00ffffff-no-rj,/@inventorkr1
49,Có Những Ngày Bình Yên Đến Lạ - Những Bản Acoustic Nhẹ Nhàng Thư Giãn,Unknown,/watch?v=uRgBZ-YuSik,TaLaGio,Unknown,/@TaLaGio
50,HƯỚNG DẪN ĐI ĐƯỜNG VỚI SAMIRA BẢN 13.13 | KHÔNG SỢ KẺ THÙ MẠNH CHỈ SỢ KẺ THÙ ĐÔNG ÁC | SLAYDER,Unknown,/watch?v=BoZeZg3dd3w,Slayder,Unknown,/@Slayderlol
51,NGUY HIỂM: Lừa đảo tống tiền kiểu gái gọi free,Unknown,/watch?v=HgI3kgEQkww,KIẾN THỨC THÚ VỊ Official,Unknown,/@KienThucThuVi
52,"Network Protocols - ARP, FTP, SMTP, HTTP, SSL, TLS, HTTPS, DNS, DHCP - Networking Fundamentals - L6",https://i.ytimg.com/vi/E5bSumTAHZE/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDQgoB-D_1qPDaAh6ztnVwsZQO1ug,/watch?v=E5bSumTAHZE,Practical Networking,https://yt3.ggpht.com/ytc/AIdro_mk7L11V2qk-YPgmhsGJxsWNmhD8iV4PB-NwZVX=s68-c-k-c0x00ffffff-no-rj,/@PracticalNetworking
53,"50,000,000x Magnification",https://i.ytimg.com/vi/eYVNZgnQ8gE/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBffmygRUaTP5a6R6Q7Wijyd4w3sw,/watch?v=eYVNZgnQ8gE,AlphaPhoenix,https://yt3.ggpht.com/ytc/AIdro_kBEaPqUMjyPDVjVXSrxGwT393bPkKb1t1paL_fAA=s68-c-k-c0x00ffffff-no-rj,/@AlphaPhoenixChannel
54,Python vs C++ Speed Comparison,https://i.ytimg.com/vi/VioxsWYzoJk/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDmiR6Tqa6IixHD_U5fTq3lSRncKQ,/watch?v=VioxsWYzoJk,The Builder,https://yt3.ggpht.com/1DyjhKRfJVK3bbkqXOghVho-F7Z4uFyfMlyvBNROOtjxJ5b7vWH0oeUgCaXeVztli-Mj_HTbaw=s68-c-k-c0x00ffffff-no-rj,/@TheBuilder
55,The Secret to Irelking’s Godlike Irelia,https://i.ytimg.com/vi/Lk_7xLAhGAA/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLA_Oan9A2AQYokavRI3n6UOJwcKNQ,/watch?v=Lk_7xLAhGAA,LoL Dobby,https://yt3.ggpht.com/ytc/AIdro_kVuDgdXDklsLNmTcKpEkcO2Ot3O8S-7Y_p0hDC=s68-c-k-c0x00ffffff-no-rj,/@LoLDobby
56,4 NGƯỜI BỊ N.HI.ỄM PH.ÓNG X.Ạ NẶ.NG NHẤT THẾ GIỚI,https://i.ytimg.com/vi/PH7JXht47Po/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCtB2Rx3J0kKXQk0QYCT4QTLmhpnQ,/watch?v=PH7JXht47Po,TACA CHANNEL NEW,https://yt3.ggpht.com/tEamkqKIL8AlMkyHPJZqDNV8qPT7bkkKX3BvBDq7zcvHoK8mFmdcDPVgSy3tqZeQDigjBKg9=s68-c-k-c0x00ffffff-no-rj,/@taca
57,peaceful piano radio 🎹 - music to focus/study to,https://i.ytimg.com/vi/vMxYL4Cj85Y/hq720_live.jpg?sqp=CPSi568G-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAY-n8Kl07xH7oRpDsAPNLPQb8NCg,/watch?v=vMxYL4Cj85Y,Lofi Girl,https://yt3.ggpht.com/M0eY1tfgiwuyqrSlWIkzf5-6RZSARiuChjpXyZe-hfl9C2fn-I4leLtxKAqYqGZv_FgE4u5TKQ=s68-c-k-c0x00ffffff-no-rj,/@LofiGirl
58,Nick đầu tiên của Gunny PC full mọi thứ bao gồm tốc độ và 4 nhẫn 10 | Gunny zing pc - Đức Anh Gunny,https://i.ytimg.com/vi/Vtsp8GtbgDk/hqdefault.jpg?sqp=-oaymwEcCOADEI4CSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCfWZElaKp2y4-6PmPn0o6wqOqhBQ,/watch?v=Vtsp8GtbgDk,Đức Anh,https://yt3.ggpht.com/ytc/AIdro_lb2ZT4VT3sk-rSSgjrCM5CIE9GS6pAwoGQ1vgAIQ=s68-c-k-c0x00ffffff-no-rj,/@ucAnhgunny1102
59,Đàn ông KÌM NÉN CẢM XÚC thì sẽ ra sao? — MANCHESTER BY THE SEA,https://i.ytimg.com/vi/R3qurX33P54/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBxuCdRvNMnHb8_RIWNggvhiZA6Yg,/watch?v=R3qurX33P54,Phê Phim,https://yt3.ggpht.com/ytc/AIdro_nehkaC45euxx1llom26wGGGe4j_ytJURqMcTgr8w=s68-c-k-c0x00ffffff-no-rj,/@PhePhim
60,"#657 Không Phải Con Người, Kiến Mới Là Nền Văn Minh Lớn Nhất Thế Giới!",https://i.ytimg.com/vi/TflOCARzRj0/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLAP9q3MwbyGSV1aNoLVnWrXNl6XoQ,/watch?v=TflOCARzRj0,VFacts,https://yt3.ggpht.com/9co04zoiYoI89XmPLLgceevzkPBRQFb1HQCgDYEyoYJIQ-A0Qdz8eTSOZqGsSTimhd_CwjDp6Q=s68-c-k-c0x00ffffff-no-rj,/@VFacts
61,[ Shiye ] Kalista Montage - Best Kalista Plays 2023,https://i.ytimg.com/vi/TfMiajUSziA/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLB46q0z-rh-ypPk6dQ6SCwTgRUDmw,/watch?v=TfMiajUSziA,Libra CN LOL ,https://yt3.ggpht.com/BvW31gDMkZkR9cCxLcv65ilow-DKIFVZTCuyVt6dVMJ77Jau80LVHksvXq6kAPCMEDlqDwaCnuE=s68-c-k-c0x00ffffff-no-rj,/@libracnlol
62,How To Get What You Want Every Time: ex FBI agent Chris Voss,https://i.ytimg.com/vi/c5dmmWl5jTY/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLBBaY-6MuFyjL48eRw7bkjyGIUtkQ,/watch?v=c5dmmWl5jTY,LITTLE BIT BETTER,https://yt3.ggpht.com/Hb-bQ4zKFpuPF5YeXkI97LaD8uKVQMOtGF0CEKS7hoRUvvs-HTX1BngKvdT27xak9TzIOBby9AY=s68-c-k-c0x00ffffff-no-rj,/@littlebitbetter7
63,✔️ Giải thích về Chủ Nghĩa Tư Bản dễ hiểu nhất,https://i.ytimg.com/vi/BOfT-qIUCJI/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLCEjLsN8xGgYmkv4sHztZsAS-1iSQ,/watch?v=BOfT-qIUCJI,KIẾN THỨC THÚ VỊ Official,https://yt3.ggpht.com/cfpW83i5yoWeevAFdmW7hiyzIccHQMTtjNMGm84vVv6SalXZA9PZUXRwbGdpXZapwnZ7-sNKNQ=s68-c-k-c0x00ffffff-no-rj,/@KienThucThuVi
64,Performance APIs - Cách sâu sắc để tăng tốc hiệu suất Backend nên triển khai trong dự án,https://i.ytimg.com/vi/_MtfJwJW7lc/hq720.jpg?sqp=-oaymwEcCNAFEJQDSFXyq4qpAw4IARUAAIhCGAFwAcABBg==&rs=AOn4CLDpP9vXbmTMSSpsFvEjKufre3__Hw,/watch?v=_MtfJwJW7lc,Tips Javascript,https://yt3.ggpht.com/s4D5gas-4LeopWK7Lu8rENA4HKyRDKeAZbOZ1GDbuLpJlfXEe4aIasQl3nlHmCHkxg0uaQK5=s68-c-k-c0x00ffffff-no-rj,/@anonystick
